Partlist

Exported from boardEagle.brd at 15/10/2022 22:27

EAGLE Version 9.6.2 Copyright (c) 1988-2020 Autodesk, Inc.

Assembly variant: 

Part     Value                                     Package                              Library           Position (mil)        Orientation
LED8     Optional YELLOW                           LED-805                              dp_devices.v6     (1574.80315 1850.3937) MR270
Q1       DMMT3906W                                 SOT-363                              dp_devices.v6     (1475 140)            R90
Q2                                                 SOT-23                               dp_devices.v6     (1470 275)            R90
R1       100K                                      R0402                                resistor          (3050 1595)           R90
R2       100K                                      R0402                                resistor          (2695 1610)           R90
R3       100K                                      R0402                                resistor          (3060 1270)           R90
R4       100K                                      R0402                                resistor          (2695 1270)           R90
R5       100K                                      R0402                                resistor          (3240 1780)           R180
R6       1M                                        R0402                                resistor          (3320 1595)           R270
R7       100K                                      R0402                                resistor          (2880 1780)           R180
R8       1M                                        R0402                                resistor          (2960 1595)           R270
R9       100K                                      R0402                                resistor          (3245 1450)           R180
R10      1M                                        R0402                                resistor          (3325 1260)           R270
R11      100K                                      R0402                                resistor          (2880 1450)           R180
R12      1M                                        R0402                                resistor          (2960 1265)           R270
R13      100K                                      R0402                                resistor          (3055 485)            R90
R14      100K                                      R0402                                resistor          (2720 475)            R90
R15      100K                                      R0402                                resistor          (3055 145)            R90
R16      100K                                      R0402                                resistor          (2640 134.40945)      R90
R17      100K                                      R0402                                resistor          (3250 695)            R180
R18      1M                                        R0402                                resistor          (3330 470)            R90
R19      100K                                      R0402                                resistor          (2810 650)            R0
R20      1M                                        R0402                                resistor          (2985 470)            R90
R21      100K                                      R0402                                resistor          (3100 360)            R0
R22      1M                                        R0402                                resistor          (3355 130)            R270
R23      100K                                      R0402                                resistor          (2720 305)            R0
R24      1M                                        R0402                                resistor          (2955 150)            R90
R25      10K                                       R603                                 dp_devices.v6     (750 850)             MR180
R26                                                R0603                                rcl               (480 130)             R180
R27      10K                                       R603                                 dp_devices.v6     (160 430)             R180
R28      0R                                        R603                                 dp_devices.v6     (220 350)             R0
R29      10K                                       R0603                                rcl               (2595 475)            R90
R30      78.7K                                     R603                                 dp_devices.v6     (355 350)             R0
R31      100K                                      R603                                 dp_devices.v6     (465 460)             R90
R32      50K                                       R603                                 dp_devices.v6     (490 350)             R0
R33                                                R0603                                resistor          (2285 175)            R270
R34                                                R603                                 dp_devices.v6     (1585 140)            R90
R35                                                R603                                 dp_devices.v6     (1365 145)            R270
R36                                                R0603                                resistor          (1740 135)            R180
R37      10K                                       R0603                                rcl               (2000 410)            R270
R38      10K                                       R0603                                rcl               (2020 310)            R180
R39      10K                                       R0603                                resistor          (385 620)             R270
R40      10K                                       R0603                                resistor          (465 620)             R270
R41      1.5K                                      R0603                                rcl               (505 1126.88976)      MR90
R42      22R                                       R0603                                rcl               (505 1126.88976)      R270
R43      22R                                       R0603                                rcl               (425 1126.88976)      R270
R44      5K1                                       R0603                                rcl               (230 1310)            R90
R45      5K1                                       R0603                                rcl               (150 1310)            R90
R46      1K1                                       R603                                 dp_devices        (972.24409 1850.3937) R0
R47      1K1                                       R603                                 dp_devices        (2197.44094 1850.3937) R180
R48      1K1                                       R603                                 dp_devices        (2977.3622 1850.3937) R180
R49      1K1                                       R603                                 dp_devices        (1752.16535 1850.3937) R0
RN1      2K                                        RN8P-4R-CRA06S                       dp_devices        (3725 1610)           R0
RN2      2K                                        RN8P-4R-CRA06S                       dp_devices        (3725 350)            R0
RN3      10K                                       RN8P-4R-CRA06S                       dp_devices        (1740 260)            R270
U1       74LVC1G07DBV                              SC-70-5_EXTENDED_PADS                dp_devices.v6     (3185 1585)           R270
U2       74LVC1G07DBV                              SC-70-5_EXTENDED_PADS                dp_devices.v6     (2825 1585)           R270
U3       74LVC1G07DBV                              SC-70-5_EXTENDED_PADS                dp_devices.v6     (3190 1255)           R270
U4       74LVC1G07DBV                              SC-70-5_EXTENDED_PADS                dp_devices.v6     (2825 1255)           R270
U5       STM32F103ZX                               TQFP-144                             dp_devices.v6     (1025 984.25197)      R0
U6       74LVC1G07DBV                              SC-70-5_EXTENDED_PADS                dp_devices.v6     (3185 460)            R270
U7       74LVC1G07DBV                              SC-70-5_EXTENDED_PADS                dp_devices.v6     (2850 460)            R270
U8       74LVC1G07DBV                              SC-70-5_EXTENDED_PADS                dp_devices.v6     (3185 120)            R270
U9       74LVC1G07DBV                              SC-70-5_EXTENDED_PADS                dp_devices.v6     (2770 120)            R270
U10      74HCT4066PW                               TSSOP-14                             dp_devices.v6     (3500 1725)           R0
U11      74HCT4066PW                               TSSOP-14                             dp_devices.v6     (3500 250)            R0
U12      W25X40CL                                  SOIC-8                               dp_devices.v6     (900 1657)            R180
U13      74LVC245A                                 TSSOP-20                             dp_devices.v6     (2800 905)            R270
U14      MCP6001                                   SOT-23-5                             dp_devices.v6     (360 240)             R270
U15      MCP6001                                   SOT-23-5                             dp_devices.v6     (2085 175)            R0
U16      ICE40HX4K                                 TQFP-144                             dp_devices.v6     (2129.5 984.25197)    R0
VR1      MCP1801T-3302I/OT                         SOT-23-5@1                           dp_devices        (1525 1581.88976)     R180
VR2      MCP1801T-1202I/OT                         SOT-23-5@1                           dp_devices        (1625 450)            R270
XTAL1    8Mhz                                      XTAL_4X6                             dp_devices        (480 836.88976)       R90
