Partlist

Exported from boardEagle.brd at 20/08/2022 06:00

EAGLE Version 9.6.2 Copyright (c) 1988-2020 Autodesk, Inc.

Assembly variant: 

Part        Value                         Package                         Library                     Position (mil)        Orientation
J24         PTH                           1X12_NO_SILK                    SparkFun-Connectors         (2000 1450)           R0
J25         PTH                           1X12_NO_SILK                    SparkFun-Connectors         (3100 225)            R180
J26         PTH                           1X12_NO_SILK                    SparkFun-Connectors         (2000 1275)           R0
R1          330                           0603                            SparkFun-Resistors          (1000 745)            R0
R2          330                           0603                            SparkFun-Resistors          (1000 800)            R0
R3          330                           0603                            SparkFun-Resistors          (1000 855)            R0
R4          330                           0603                            SparkFun-Resistors          (1000 950)            R0
R5          330                           0603                            SparkFun-Resistors          (1000 650)            R0
R6          5.1k                          0603                            SparkFun-Resistors          (350 600)             R0
R7          5.1k                          0603                            SparkFun-Resistors          (350 900)             R180
R11         10k                           0603                            SparkFun-Resistors          (90 100)              R90
R12         10k                           0603                            SparkFun-Resistors          (3295 400)            R225
R13         10k                           0603                            SparkFun-Resistors          (855 100)             R90
R16         33                            0603                            SparkFun-Resistors          (500 695)             R0
R18         33                            0603                            SparkFun-Resistors          (500 805)             R0
R19         5.62k                         0603                            SparkFun-Resistors          (455 100)             R270
R20         10k                           0603                            SparkFun-Resistors          (510 100)             R270
S2          TGT_RST                       TACTILE_SWITCH_SMD_5.2MM        SparkFun-Switches           (3500 202.5)          R225
TGT_BOOT    JUMPER-SMT_2_NC_TRACE_SILK    SMT-JUMPER_2_NC_TRACE_SILK      SparkFun-Jumpers            (690 95)              R90
TGT_SWD_CLK JUMPER-SMT_2_NC_TRACE_SILK    SMT-JUMPER_2_NC_TRACE_SILK      SparkFun-Jumpers            (785 472.5)           R270
TP1         INTFC_SWDIO                   PAD.03X.03                      SparkFun-Connectors         (350 300)             MR0
TP2         INTFC_SWDCLK                  PAD.03X.03                      SparkFun-Connectors         (250 400)             MR0
U1          DAPLINK_KL26Z128VFM4          QFN-32-NOPAD                    SparkFun-IC-Microcontroller (400 350)             R180
U2          ARTEMIS_MODULESMD             ARTEMIS_FP                      SparkFun-IC-Microcontroller (1500 1100)           R90
U3          LIS2DH12                      LGA-12-LISDH12                  SparkFun-Sensors            (605 1325)            R90
U4          AP2127K-1.8V                  SOT23-5                         SparkFun-IC-Power           (1750 400)            R270
U5          3.3V                          SOT23-5                         SparkFun-IC-Power           (975 400)             R90
X1          16MHz                         CRYSTAL-SMD-2X2.5MM             SparkFun-Clocks             (300 100)             R90
Y1          32.768kHz                     CRYSTAL-SMD-3.2X1.5MM           SparkFun-Clocks             (1600 625)            R0
