Partlist

Exported from boardEagle.brd at 07/08/2022 23:00
C9-15                                    CHIPLED_0603_NOOUTLINE     microbuilder (2.2355 0.783)        R225
C9-16                                    CHIPLED_0603_NOOUTLINE     microbuilder (2.2355 0.903)        R225
FID1     FIDUCIAL_1MM                    FIDUCIAL_1MM               microbuilder (0.0525 0.9575)       R0
FID2     FIDUCIAL_1MM                    FIDUCIAL_1MM               microbuilder (2.47 0.86)           R0
FID3     FIDUCIAL_1MM                    FIDUCIAL_1MM               microbuilder (2.475 0.34)          R0
R1       10K                             0603-NO                    microbuilder (0.095 0.88)          R180
R2       10K                             0603-NO                    microbuilder (0.18 0.48)           R90
RPI1     RASPBERRYPI_BPLUS_BONNET_THMSMT PI_BONNET_THMSMT           microbuilder (0 0)                 R0
SJ1                                      SOLDERJUMPER_ARROW_NOPASTE microbuilder (0.28 0.415)          MR180
TP1                                      TESTPOINT_ROUND_1.5MM      microbuilder (0.19 0.88)           MR0
U1       IS31FL3731-SALS2                QFN28_4MM_0.4MM            microbuilder (0.1875 0.69)         R270
