Partlist

Exported from boardEagle.brd at 07/08/2022 20:11
C9-9                    CHIPLED_0603_NOOUTLINE microbuilder (0.895 0.145)         R135
C9-10                   CHIPLED_0603_NOOUTLINE microbuilder (0.995 0.145)         R135
C9-11                   CHIPLED_0603_NOOUTLINE microbuilder (1.095 0.145)         R135
C9-12                   CHIPLED_0603_NOOUTLINE microbuilder (1.195 0.145)         R135
C9-13                   CHIPLED_0603_NOOUTLINE microbuilder (1.295 0.145)         R135
C9-14                   CHIPLED_0603_NOOUTLINE microbuilder (1.395 0.145)         R135
C9-15                   CHIPLED_0603_NOOUTLINE microbuilder (1.495 0.145)         R135
C9-16                   CHIPLED_0603_NOOUTLINE microbuilder (1.595 0.145)         R135
FID1     FIDUCIAL""     FIDUCIAL_1MM           microbuilder (1.54 1.055)          R0
FID2     FIDUCIAL""     FIDUCIAL_1MM           microbuilder (0.12 0.06)           R0
FID3     FIDUCIAL""     FIDUCIAL_1MM           microbuilder (1.535 0.055)         R0
JP1                     1X13_ROUND_70          microbuilder (0.845 1.05)          R0
JP4                     1X13_ROUND_70          microbuilder (0.85 0.05)           R0
